,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
SOUTH,70,ETL.8970,70115,COPUS-OLD RIVER,0,018/304-018/305 & across Lakeview 1102 under build,Non-HFTD,2018,02/19/2018 04:21,No,No,NO,No,7:03,02/19/2018 11:24,Equipment Failure,Conductor,"Relayed - 02/19/18, 0421 Copus-OldRiver open-ended after Copus CB-42 tripped, did not reclose; SUS S-Kern PV (offline); weather clear; 0458 line forced out due to single phasing condition; 0722 Copus to SanEmidioJct energized restoring S-Kern PV; 0831 to 1036 SanEmidioJct to OldRiver cleared to repair ET-WD bet poles 18/304-305 & across Lakeview 1102 under build (CESO=46; CMIN=12,708); 1124 line returned normal; B-G fault 13 mi from Copus near 019/325, +/-1.5 mi; CAP ER=114321893  INT-10672  T18-004772",114321893,INT-10672a,687,46,"12,708",0.0000,0.002,276,"5,548,929",B-G,019/325,No
NORTH,60,ETL.6920,60087,GLENN #1,0,006/130,Non-HFTD,2018,02/19/2018 06:10,No,No,NO,No,7:28,02/19/2018 13:38,Equipment Failure,Conductor,"Relayed - 02/19/18, 0610 Glenn#1 relayed, tested NG; SUS ElkCreek (CESO=913; CMIN=198,121) & WillowsA (CESO=3,180; CMIN=327,540); rain; 0631 line manually tested NG; awaiting personnel arrival to WillowsA SW-39 to close & restore WillowsA; 0753 WillowsA restored via Cortina#4; C-G fault outside Orland near 006/116, +/-1 mi; 0835 OrlandB-ElkCreek Jct cleared to repair ET-WD at 6/130; 0947 Elk Creek to WillowsA Jct energized restoring Elk Creek; 1338 line normal",114322909,INT-10675,"4,093","4,093","525,661",0.0007,0.095,128,"5,548,929",C-G,006/116,No
NORTH,60,ETL.7760,60175,PEASE-HARTER,0,A13/285-A13/287,Non-HFTD,2018,02/19/2018 22:10,No,No,NO,No,9:10,02/20/2018 07:20,External Contact,Vandalism,"Relayed - 02/19/18, 2210 Pease-Harter relayed, tested NG; SUS Meridian (CESO=831; CMIN=79,034)) & Greenleaf II PP (offline); weather clear; 2228 Meridian restored; A-G fault 12.9 mi from Pease near 12/274, +/-2 mi; 02/20/18, 0032 Pease to AlmendraJct returned to service restoring Greenleaf II PP; 0115 to 0720 AlmendraJct to Meridian cleared to repair two sections of gunshot ET-WD on same phase bet A13/285 to A13/287",114322909,INT-10686,831,831,"79,034",0.0001,0.014,95,"5,548,929",A-G,012/274,No
SOUTH,115,ETL.1200,10028,CABRILLO-SANTA YNEZ SW STA,512,001/024,Tier 2 - Elevated,2018,02/20/2018 16:36,No,No,NO,No,14:12,02/21/2018 06:48,External Contact,Car pole,"Relayed - 02/20/18, 1636 Cabrillo-SantaYnezSS relayed, tested NG; on the trouble Sisquoc-SantaYnezSS open ended at SYSS; SUS Buellton (CESO=4,465; CMIN=647,486); weather clear; 1659 SantaYnezSS to Buellton line tested NG; C-A fault 15.7 mi from Cabrillo near 01/24 on Buellton Tap, +/-0.0 mi; 1917 Buellton tap cleared to repair damaged 001/024 caused by car pole w/ both ED & ET-WDs; 1919 Cabrillo-SYSS returned normal; 02/21/18, 0646 Buellton tap returned to service restoring Buellton; 0648 Cabrillo-SantaYnezSS returned to normal; CAP ER=11434663",114364663,INT-10694,"4,465","4,465","647,486",0.0008,0.117,145,"5,548,929",A-C,001/024,No
SOUTH,115,ETL.1030,10004,ATWATER-MERCED,0,020/008 & 020/009,Non-HFTD,2018,03/01/2018 15:12,No,No,NO,No,11:41,03/02/2018 02:53,Equipment Failure,Structure-line,"Relayed - 03/01/18, 1512 Atwater-Livingston-Merced relayed, did not test; no customers interrupted; storm; 1515 line manually tested NG; A-C-G fault 1.8 mi from Livinsgton near structure 019/012, +/-2 mi; 1529 Atwater to Atwater JCT tested OK; 1536 Merced to Atwater JCT tested OK; 1645 Livingston to AtwaterJct cleared to repair/replace downed poles 20/8 & 20/9 & leaning poles 20/7 & 20/10; ET-WD; 03/02/18, 0253 line returned to service; CAP ER=114350292",114350292,INT-10736,0,0,0,0.0000,0.000,0,"5,548,929",A-C-G,019/012,No
NORTH,60,ETL.8170,60217,TRINITY-MAPLE CREEK,115; 230,041/000-041/001,Tier 2 - Elevated,2018,03/03/2018 08:24,No,No,NO,No,88:23,03/07/2018 00:47,Disaster,Other,"Relayed - 03/03/18, 0824 Trinity-MC relayed, tested NG; SUS BigBar, RidgeCabin, GrouseCreek, BigCreek & Hyampom; rain; 0835 Trinity to BigBar Jct manually tested OK restoring BigBar; A-B-C fault 1.7 mi from GrouseCreek Tap twd MC near 36/002, 4 mi; 1503 BigBar Jct to HyampomJct manually tested OK restoring GrouseCreek, BigCreek & Hyampom; 1700 MC to HyampomJct manually tested NG after patrol found no trouble; 03/04/18, 0012 MC to HyampomJct cleared to patrol for trouble; 1159 patrol found ET-WD bet poles 41/0-1 due to a fir tree failure from outside RoW due to wet soil leading to a landslide; CAP ER=114364243",114364243,INT-10742,5,0,0,0.0000,0.000,0,"5,548,929",A-B-C,036/002,No
NORTH,60,ETL.7980,60198,SMARTVILLE-MARYSVILLE,0; 300,007/140-007/141,Non-HFTD,2018,03/18/2018 08:23,No,No,NO,No,36:25,03/19/2018 20:48,External Contact,Aircraft,"Relayed - 03/18/18, 0823 Smartville-Marysville relayed, Maryville to BrownsValleys tested OK; Smartville to BrownsValley section did not test; MOM BrownsValley (CEMO=570); SUS Yuba; weather clear; 0830  Smartville to BrownsValley manually tested OK, restoring Yuba; 0832 Smartville to BrownsValley relayed, did not test due to CB on manual; SUS Yuba; PLANE CRASH TOOK DOWN 2,000 FT OF ET (ET-WD) & ED LINE AT RIVER CROSSING bet poles 7/140-141; 1244 Smartville to Yuba Goldfields Meter STA manually tested OK, restoring Yuba Consolidated Goldfields; clearing the Yuba Goldfields Meters STA to BrownsValley for repairs; ETOR 03/19; ",114466399,INT-10817,570,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
SOUTH,70,ETL 9180,70132,CRESCENT SW STA-SCHINDLER,0,004/012,Non-HFTD,2018,03/30/2018 06:12,No,No,NO,No,9:53,03/30/2018 16:05,Equipment Failure,Conductor,"Relayed - 03/30/18, 0612 CrescentSS-Schindler relayed, tested NG; no customers interrupted; weather clear; C-G fault 1.4 from CrescentSS near 5/11, +/-1.5 mi; ET WD (conductor failure near clamp) at 4/12; 0825 to 1605 line cleared to repair conductor; CAP ER=114459150 ",114459150,INT-10871,0,0,0,0.0000,0.000,0,"5,548,929",B-G,006/001,No
SOUTH,70,ETL.9170,70116,SEMITROPIC-WASCO,0,005/096-005/097 ,Non-HFTD,2018,04/07/2018 06:11,No,No,NO,No,8:56,04/07/2018 15:07,External Contact,Car pole,"Relayed - 04/07/18, 0611 Semitropic-Wasco relayed, tested NG; no customers interrupted; rain; C-G fault 0.70 mi from Wasco twd Semitropic near 005/095 (reported wire down at HWY 46/Broadway Ave in Wasco),+/-0 mi; 0812 to 1507 line cleared to replace broken pole 005/096 & repair one phase of ET-WD bet poles 005/096-097 caused by carpole ",114481088,INT-10898,0,0,0,0.0000,0.000,0,"5,548,929",C-G,005/095,No
CENTRAL,70,ETL.8700,70029,GATES-TULARE LAKE,0,012/000,Non-HFTD,2018,04/07/2018 18:50,No,No,NO,No,25:35,04/08/2018 20:25,Contamination,Animal waste,"Relayed - 04/07/18, 1850 Gates-TulareLake relayed, tested OK; Avenal JCT to Tulare Lake remained out; SUS Chevron Pipeline Kettleman; MOM KettlemanHills (CEMO=1,039), Avenal (1,947), SandDrag PV, SunCity PV & Avenal Park PV; weather overcast; 2040 Chevron Pipeline Kettlemen JCT to Tulare Lake energized restoring Chevron Kettlemen; B-C fault 11.5 mi from Gates (problem bet Avenal JCT & Chevron Pipe Line JCT) near 011/004, +/-3 mi; 2040 Avenal JCT to Chevron Pipeline Kettlemen JCT cleared to replace down burnt pole 12/0 (DDV w/ line & buck construction on 12kV UB burnt at 12kV level) w/ both 70kV ET-WD & 12kV under build wire down; 04/08/18, 2025 line returned to service; cause was bird nest at 12KV level, 3rd time in 22 years this pole burned down; installed 80' H1 steel pole; CAP ER=114480878",114480878,INT-10901,"2,986",0,0,0.0000,0.000,0,"5,548,929",B-C,011/004,No
CENTRAL,60,ETL.8068,60426,SUTTER HOME SW STA-LOCKEFORD-LODI,0,007/100,Non-HFTD,2018,04/07/2018 20:33,No,No,NO,No,10:51,04/08/2018 07:24,External Contact,Car pole,"Relayed - 04/07/18, 2033 SutterHomeSS-Lockeford-Lodi relayed, tested NG; SUS NewHope (CESO=969; CMIN=63,954) & Colony (1,066; 67,158); weather clear; C-A-G fault 2.4 mi from Colony near pole 7/111, +/-0.5 mi; 2131 Lodi JCT to Colony JCT section cleared to replace pole 7/100 hit by car &  repair ET-WD & ED wire down; 2136 Colony JCT to Lockeford energized restoring Colony; 2139 SutterHomeSS to Lodi JCT  energized restoring New Hope; 04/08/18, 0724 Lodi JCT to Colony JCT returned to service, line normal; CAP ER=114480699",114480699,INT-10902,"2,035","2,035","131,112",0.0004,0.024,64,"5,548,929",A-C-G,007/111,No
SOUTH,115,ETL.1750,10096,HERNDON-BARTON,0,005/041,Non-HFTD,2018,05/17/2018 01:11,YES,No,NO,No,23:27,05/18/2018 00:38,External Contact,Car pole,"Relayed - 05/17/18, 0111 Herndon-Ashlan (H-A) 230kV, Herndon-Manchester (H-M) & Herndon-Barton (H-B) 115kV relayed, tested NG after car plowed into twr A5/37; Gregg-Ashlan (G-A) 230kV relayed, tested OK, but remained open-ended at Ashlan; SUS Ashlan (CESO=35,122; CMIN=12,772,341); MOM Figarden (CEMO=34,018); weather clear; 0138 Gregg #2-230kV bus & G-A de-energized; SUS Figarden (CESO=34,018; CMIN=3,599,263); 0258 Gregg #2-230kV bus & Gregg-FigardenJct sect of G-A energized; B-G fault 3.46 mi from Manchester near 05/43, +/-2 mi; also B-G fault 1.0 mi from from Figarden Jct twd Ashlan near A4/36; also C-G fault 6.5 mi from Barton near 005/045, +/-1 mi; STN in process of connected ~20MW of mobile gen to restore customers; 0300 ET restored to Figarden; 0445 H-M & H-B cleared to repair twr 5/41 & reattached ET-WD on H-B line; 0518 H-A & G-A cleared to repair tower A5/37; 1908 H-A manually tested OK; 1951 ET restored to Ashlan; 2001 Gregg-FigardenJct again de-energized to close FigardenJct SW-469 dead; 2013 G-A returned to service; 2330 H-M returned to service; 05/18/18, 0038 H-B returned to service",114620982,INT-11011,0,0,0,0.0000,0.000,0,"5,548,929",C-G,005/045,No
NORTH,115,ETL.3440,10278,RIO OSO-NICOLAUS,0,041/319-042/320,Non-HFTD,2018,05/19/2018 09:39,No,No,NO,No,11:31,05/19/2018 21:10,External Contact,Aircraft,"Relayed - 05/19/18, 0939 RioOso-Nicolaus relayed, tested NG; due to trouble w/ RioOso CB-542 (last mech service 04/01/15) RioOso #2-115kV bus relayed, tested OK open-ending RioOso 230/115kV BK2 on low side, Drum-RioOso#2, Bogue-RioOso, RioOso-Woodland#2 & RioOso-WSacto; no customers interrupted; weather clear; C-G fault 2.21 mi from RioOso near 42/320; 1243 to 2110 line cleared to repair ET-WD bottom phase bet 41/319 & 42/320; caused by 3rd party (crop duster) contact; CAP ER=114620727",114620727,INT-11018,0,0,0,0.0000,0.000,0,"5,548,929",C-G,042/320,YES
SOUTH,70,ETL.9050,70065,REEDLEY-DINUBA #1,0,Dinuba Energy tap  w/ Reedley 1101 under build,Non-HFTD,2018,05/28/2018 05:40,No,No,NO,No,13:08,05/28/2018 18:48,External Contact,Car pole,"Relayed - 05/28/18, 0540 Reedley-Dinuba#1 relayed, tested NG; SUS DinubaEnergy; weather clear; multi-terminal line, B-G then line test into A-B-G fault 1.74 mi from DinubaEnergy Jct on Dinuba Energy Tap near 1/17 or 1.8 mi from DinubaEnergy Jct twd Dinuba near 4/6, +/-1.5 mi; 0743 Reedley-Dinuba#1 returned to service; 0830 to 1848 Reedley-Dinuba#1 cleared to replace sheared pole 1/17 & ET-WD on Dinuba Energy tap  w/ Reedley 1101 under build (CESO=2,369; CMIN=564,954); CAP ER=114638795",114638795,INT-11053,0,0,0,0.0000,0.000,0,"5,548,929",A-B-G,001/017,No
NORTH,60,ETL.2060,60389,FORT BRAGG-ELK,0; 140,004/006-004/007,Tier 2 - Elevated,2018,05/29/2018 03:53,No,No,NO,No,13:25,05/29/2018 17:18,Tree,Tree failure,"Relayed - 05/29/18, 0353 FtBragg-Elk relayed; FtBragg to Big River tested OK; Elk to Big River tested NG; BigRiver SW-59 should have auto-closed, but did not, hence SUS BigRiver (CESO=2,581; CMIN=20,648); BigRiver SVC separated on the trouble; weather clear; 0402 Big River restored; 0738 Big River SVC returned to service; A-C fault 4.5 mi from Elk near 4/6, +/-1 mi; 0841 Elk to Big River cleared to repair ET-WD bet poles 4/6-7 due to tree branch through the line; Elk 1101 under build also affected; 1718 Elk to Big River returned to service; CAP ER=114695423",114695423,INT-11057,"2,581","2,581","20,648",0.0005,0.004,8,"5,548,929",A-C,004/006,No
NORTH,60,ETL.7710,60168,NICOLAUS-WILKINS SLOUGH,0,"017/284, 017/287-017/288",Non-HFTD,2018,06/04/2018 10:24,No,No,NO,No,17:57,06/05/2018 04:21,External Contact,Car pole,"Relayed - 06/04/18, 1025 Nicolaus-WilkinsSlough relayed, tested NG; SUS Carnack & Dist 1001 Metering; weather clear; 1031 Nicolaus to KnightsLandingJct manually tested OK restoring Dist 1001 Metering; A-B-C fault 15.3 mi from E-Nicolaus near 15/267, +/-1.0 mi; 1408 Knights Landing JCT to District 1500 JCT cleared to repair 2 phases of ET-WD on one side of pole 17/284 and a single phase on the other side 17/287-288; 06/05/18, 0421 line returned to service restoring ET to Carnack; CAP ER=114662714",114638795,INT-11070,2,0,0,0.0000,0.000,0,"5,548,929",A-B-C,015/267,No
CENTRAL,230,ETL.4970,20068,LAKEVILLE-TULUCAY,0; 180,007/034-007-035,Non-HFTD,2018,06/05/2018 12:44,No,No,NO,No,29:32,06/06/2018 18:16,Disaster,Fire,"Relayed - 06/05/18, 1244 Lakeville-Tulucay relayed, tested NG; no customers interrupted; weather clear; 1300 CHP reports pallet yard fire in Sonoma under and within RoW of Lakeville-Tulucay & Vaca Dixon-Lakeville#1; multi-terminal line, A-C fault 7.93 mi from Lakeville near 032/149 or 7.19 miles from Lakeville near 033/152, +/-1 mi; 1535 line cleared to repair two phases of ET-WD bet twrs 7/34-35; CAL FIRE limiting access delaying 06/06/18, 1816 line normal;  CAP ER=114667730",114667730,INT-11075,0,0,0,0.0000,0.000,0,"5,548,929",A-C,032/149,No
SOUTH,115,ETL.1920,10118,KERN OIL-WITCO,0,000/003 (SW-165),Non-HFTD,2018,06/30/2018 08:04,No,No,NO,No,18:30,07/01/2018 02:34,External Contact,Car pole,"Relayed - 06/30/18, 0804 KernOil-Witco relayed, tested NG; Discovery Chevron & Santa FE KernRiver cogens separated; Dexzel cogen separated out of section; weather clear; 0923 Dexzel cogen paralleled; A-B-C fault 1.41 mi from KernOil at Discovery tap twd Discovery near 000/001, +/- 2 mi; 1145 Discovery tap cleared to replace downed poles 000/002, 000/003 & 000/005 & repair ET-WD at 0/3 (SW-165) due to car pole; 07/01/18, 0234 Discovery 115kV tap returned to service; CAP ER=114743658",114743658,INT-11159,3,0,0,0.0000,0.000,0,"5,548,929",A-B-C,000/001,YES
SOUTH,60,ETL.7900,60189,SALINAS-FIRESTONE #1,0,003/096,Non-HFTD,2018,07/03/2018 05:18,No,No,NO,No,10:38,07/03/2018 15:56,External Contact,Car pole,"Relayed - 07/03/18, 0518 Salinas-Firestone#1 relayed, tested NG; MOM BuenaVista (CEMO=1,423); SUS FreshExpress; 0609 Salinas to Fresh Express Jct energized restoring FreshExpress; A-C-G fault L0.7 mi from Buena Vista toward Firestone near 3/96, +/-0 mi; 0808 to 1556 NesteJct-Firestone cleared to re-sleeve 3 phases of ET-WD & replace pole 3/96 damaged by car; CAP ER=114752239",114752239,INT-11175,"1,497",0,0,0.0000,0.000,0,"5,548,929",A-C-G,003/096,No
CENTRAL,115,ETL.4010,10337,TESLA-STOCKTON COGEN JCT,0,10 spans of ET-WD,Non-HFTD,2018,07/11/2018 02:11,No,No,NO,No,25:23,07/12/2018 03:34,External Contact,Car pole,"Relayed - 07/11/18, 0211 Tesla-StocktonCogenJct relayed, tested NG; SUS ThermalEnergy (offline), RiponCogen (offline) & TeslaMotors; weather clear. 0232 TeslaMotors restored via alt source; A-B-C-G fault 7.4 mi from Tesla near pole 007/008, +/-0 mi; 0545 ThermalEnergy-Ripon Cogen section cleared to replace broken poles 7/5, 7/6, 7/7, 7/8 & 7/9, insulators on poles 6/20 thru 7/4, & 10 spans of ET-WD due to car pole; fire extinguished; 07/12/18, 0334 line returned to service; CAP ER=114788937",114788937,INT-11195,1,0,0,0.0000,0.000,0,"5,548,929",A-B-C-G,007/008,YES
SOUTH,70,ETL.8970,70115,COPUS-OLD RIVER,0,013/229-013/230,Non-HFTD,2018,07/20/2018 14:34,No,No,NO,No,5:15,07/20/2018 19:49,Equipment Failure,Conductor,"Relayed - 07/20/18, 1434 Copus-OldRiver 70kV relayed, tested NG; SUS South Kern PV; weather clear; 1505 Copus to South Kern Solar Jct energized, restoring South Kern PV; A-G fault 0 mi from San Emidio Jct near pole 18/296, +/- 1.5 mi; 1625 patrol found ET-WD center phase bet poles 13/229-230; 1801 South Kern Solar JCT to SanEmidio JCT cleared to effect repairs; 1949 line normal; CAP ER=114811190",114811190,INT-11230,1,0,0,0.0000,0.000,0,"5,548,929",A-G,018/296,No
NORTH,60,ETL.7270,60122,KESWICK-TRINITY,230; 241; 246,010/123-010/125,Tier 2 - Elevated,2018,07/23/2018 13:45,No,No,NO,YES,509:27,08/13/2018 19:12,Disaster,Fire,"Relayed - 07/23/18, 1345 Keswick-Trinity relayed, did not test (auto-reclose disabled for wildfire risk mitigation); SUS FrenchGulch (CESO=333; CMIN=818,278); damaged conductor & ~21 structures need replacement; CAL FIRE not allowing personnel in area due to ‘Carr’ fire; French Gulch to remain out due to fire damage; ",114869054,INT-11239,333,333,,0.0001,0.000,0,"5,548,929",B-C,010/124,No
NORTH,115,ETL.4040,10340,TRINITY-COTTONWOOD,230; 241; 246,027/190,Tier 2 - Elevated,2018,07/23/2018 13:52,No,No,NO,YES,577:25,08/16/2018 15:17,Disaster,Fire,"Relayed - 07/23/18, 1357 Trinity-Cottonwood relayed, did not test (auto-reclose disabled for wildfire risk mitigation); no customers interrupted; 1658 ReoLane to TexasSprings cleared for safety ('Carr' Fire) per CAL FIRE request; ET-WD at 27/190; poles 27/190, 27/192, 27/193, 27/194B & 27/194C need to be replaced",NONE,INT-11240,0,0,0,0.0000,0.000,0,"5,548,929",B-C,026/189,No
NORTH,60,ETL.7260,60121,KESWICK-CASCADE,246,008/156-008/159,Tier 3 - Extreme,2018,07/26/2018 19:23,No,246,NO,YES,143:17,08/01/2018 18:40,Disaster,Fire,"Relayed - 07/26/18, 1923 Keswick-Cascade relayed, did not test; auto-reclosing disabled for wildfire risk mitigation; 'Carr' Fire burning just outside Keswick sub & thru Keswick-Stillwater section, which CAL FIRE has requested PG&E to clear; SUS Stillwater (CESO=2,102; CMIN=136,630); Keswick remains out due to earlier (FNL=0202) damage to its only 12kV circuit (1101) from fire storm; weather clear; 2020 SCADA failed at Stillwater; 2028 Cascade-Stillwater manually tested OK restoring ET to Stillwater; A-B-C-G fault 0.1 mi from Keswick near 009/168, +/-0.5 mi; no access to Keswick sub until MON due to downed conductors in area & active fire; 08/01/18, 1840 Keswick-Cascade (Keswick-Stillwater) returned to service - replaced fire damaged poles 008/157-160, 008/163, 009/165, 006/166-168 & replaced 3 phases of ET-WD bet poles 008/156 to 008/159",114868952,INT-11252,"2,102","2,102","136,630",0.0004,0.025,65,"5,548,929",A-B-C-G,009/168,No
CENTRAL,60,ETL.7520,60148,MENDOCINO-PHILO JCT-HOPLAND,154,016/001,Tier 2 - Elevated,2018,07/27/2018 17:37,No,No,NO,No,49:41,07/29/2018 19:18,Disaster,Fire,"Forced - 07/27/18, 1737 Mendo-PhiloJct-Hopland de-energized per CAL FIRE request due to 'River' fire in area; no customers interrupted; 07/29/18, 1918 Mendo-PhiloJct-Hopland returned to service after crews repaired ET-WD at pole 16/1",NONE,T18-012527,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
CENTRAL,60,ETL.7510,60406,MENDOCINO-HARTLEY,154; 170; 175," 015/006, 007/000, 007/001, 009/002, 009/003 & 009/007",Tier 2 - Elevated,2018,07/29/2018 14:33,YES,170,YES,YES,76:41,08/01/2018 19:14,Disaster,Fire,"Relayed - 07/29/18, 1433 Mendo-Redbud & Cortina-Mendo relayed, did not test due to 'Ranch' fire (auto-reclose disabled for wildfire mitigation); FtBragg UVLS initiated; Mendo-Hartley & multiple 60kV lines in area de-energized; 1547 Mendo-Hartley energized, but remained open ended at Mendo, restoring UpperLake; 1611 Mendo-Hartley relayed, did not test (auto-reclosing disabled for wildfire); SUS UpperLake (CESO=x,xxx; CMIN=xxx,xxx); reports of ET-WD & multiple poles needing replacement; 07/30/18, 0838 Hartley to UpperLake returned to service restoring UpperLake; 08/01/18, 1914 Mendo-Hartley (Mendo to UpperLake Jct) returned to service - replaced fire damaged poles 015/006, 007/000, 007/001, 009/002, 009/003 & 009/007",NONE,INT-11257e,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
CENTRAL,115,ETL.1690,10085,GOLD HILL-BELLOTA-LOCKEFORD,0,067/422-067/423,Non-HFTD,2018,09/07/2018 09:33,No,No,NO,No,10:02,09/07/2018 19:35,External Contact,Foreign object,"Relayed - 09/07/18, 0933 GH-Bellota-Lockeford relayed, tested NG; SUS Comanche PH; weather clear; C-A fault 4.4 mi from Lockeford twd GH near 070/441, +/-1 mi; ET-WD, center phase bet 67/422-423 due to several Mylar balloons in line; 1935 line normal, restoring Camanche PH",NONE,INT-11349,1,0,0,0.0000,0.000,0,"5,548,929",A-C,070/441,No
SOUTH,230,ETL.4870,20058,HELMS-GREGG #1,0; 424; 428,003/026A-003/027A,Non-HFTD,2018,09/14/2018 11:38,No,No,NO,No,16:42,09/15/2018 04:20,Tree,3rd party,"Relayed - 09/14/18, 1138 Helms-Gregg#1 relayed, tested NG; no customers interrupted; weather clear; B-G evolved to A-B-G fault 5.46 mi from Helms PH near 5/44A; 09/15/18, 0420 line returned to service after replacing 2 strings of broken insulators & repairing one phase of ET-WD & static wire bet 003/26A-027A due to tree contact; CAP ER=114976640",114976640,INT-11369,0,0,0,0.0000,0.000,0,"5,548,929",A-B-G,005/44A,No
SOUTH,70,ETL.9090,70069,SAN LUIS OBISPO-CAYUCOS,0; 508; 510; 582,004/023A & 004/024,Tier 2 - Elevated,2018,09/16/2018 08:26,No,No,NO,YES,12:22,09/16/2018 20:48,External Contact,Vandalism,"Relayed - 09/16/18, 0826 SLO-Cayucos relayed, did not test due to auto-reclosing disabled for wildfire mitigation; SUS Baywood (CESO=285; CMIN=29,925) & CalPoly; weather clear; Baywood restored via ED back-ties; A-G fault 3.7 mi from SLO near 4/23, +/-2 mi; 1109 Cayucos to Mustang Jct manually tested OK restoring ET to Baywood & Cal Poly; 1213 to 1941 SLO to Mustang Jct cleared to repair 1 phase of ET-WD bet 4/23A & 4/24; line parted mid span due to possible gunshot facilitated by high winds; replaced ~1700' of conductor, 1 splice & 2 dead ends on adjacent structures were changed; 2048 Line returned to service normal; Reservoir Fire 100% contained after burning 51 acres; CAP ER=114976811",114976811,INT-11371,286,285,"29,925",0.0001,0.005,105,"5,548,929",A-G,004/023,YES
